id,component_id,plan_view_type,plan_view_data,plan_view_svg,elevation_type,elevation_data,elevation_svg_front,elevation_svg_back,side_elevation_type,side_elevation_data,elevation_svg_left,elevation_svg_right,fill_color,stroke_color,stroke_width,created_at,updated_at,created_by
8da462fe-3777-4a19-8383-56b68ce36cd1,dining-table-round-110,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,#8b4513,#000000,1,2025-10-09 20:58:26.25098+00,2025-10-09 20:58:26.25098+00,
8e921d79-659c-4e56-b85c-79f4f4f6d4ef,broom-cupboard-60,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,#8b4513,#000000,1,2025-10-09 20:58:26.075367+00,2025-10-09 20:58:26.075367+00,
8f386714-ab2f-4762-b90e-d6bfa0af429a,dining-chair-standard,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,#8b4513,#000000,1,2025-10-09 20:58:26.075367+00,2025-10-09 20:58:26.075367+00,
8f6b1a51-d90f-4f8a-8b8f-0b3a4f0a2692,media-cabinet-80,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,#8b4513,#000000,1,2025-10-09 20:58:26.334286+00,2025-10-09 20:58:26.334286+00,
923373f3-bbb7-4de1-8b00-e80205daa3ee,loveseat-120,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,#8b4513,#000000,1,2025-10-09 20:58:26.334286+00,2025-10-09 20:58:26.334286+00,
95cbf24f-fbe7-42e4-8336-5f778eb95c23,double-bed-140,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,#8b4513,#000000,1,2025-10-09 20:58:26.25098+00,2025-10-09 20:58:26.25098+00,
97af1c36-12e7-4627-ba3a-7fe9cf4d8f7d,wall-cabinet-50,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,#8b4513,#000000,1,2025-10-09 20:58:26.428127+00,2025-10-09 20:58:26.428127+00,
97c5ef6d-410e-4dc4-8924-90688c408f85,tallboy-50,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,#8b4513,#000000,1,2025-10-09 20:58:26.428127+00,2025-10-09 20:58:26.428127+00,
98100893-c1f7-4ad9-bb85-d3814c2ea117,jewelry-armoire-50,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,#8b4513,#000000,1,2025-10-09 20:58:26.25098+00,2025-10-09 20:58:26.25098+00,
986a25f6-7591-4412-8ece-b18fe4d0e589,ottoman-60,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,#8b4513,#000000,1,2025-10-09 20:58:26.334286+00,2025-10-09 20:58:26.334286+00,
99d28e47-5ea9-41cb-a622-44f2cc116ac4,fridge-60,rectangle,{},,appliance,"{""has_handle"": true, ""has_display"": true, ""panel_style"": ""integrated""}",,,appliance,"{""has_handle"": true, ""has_display"": true, ""panel_style"": ""integrated""}",,,#808080,#000000,1,2025-10-09 20:58:26.25098+00,2025-10-09 20:58:26.25098+00,
9b66248f-13b5-4bb2-a761-805d528c9765,display-cabinet-90,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,#8b4513,#000000,1,2025-10-09 20:58:26.25098+00,2025-10-09 20:58:26.25098+00,
9b75607e-747e-4371-8001-d5acd2795cdb,pan-drawers-50,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,#8b4513,#000000,1,2025-10-09 20:58:26.334286+00,2025-10-09 20:58:26.334286+00,
9c71a3ed-7705-4775-88ee-05109863de73,armchair-80,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,#8b4513,#000000,1,2025-10-09 20:58:26.075367+00,2025-10-09 20:58:26.075367+00,
9d8a5562-7cf9-421d-b27a-d66861c8ae6c,counter-top-80,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,#8b4513,#000000,1,2025-10-09 20:58:26.075367+00,2025-10-09 20:58:26.075367+00,
9dfe9b25-e868-44e3-9eac-af18043bcfa7,pelmet-80,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,#8b4513,#000000,1,2025-10-09 20:58:26.334286+00,2025-10-09 20:58:26.334286+00,
9e125e03-c0c6-4c2c-b5b0-1034c5f559d4,display-cabinet-dining-100,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,#8b4513,#000000,1,2025-10-09 20:58:26.25098+00,2025-10-09 20:58:26.25098+00,
9e7825a5-d956-414d-af79-f3bd5171b5b9,end-panel-tall,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,#8b4513,#000000,1,2025-10-09 20:58:26.25098+00,2025-10-09 20:58:26.25098+00,
9f01c6a1-1083-4198-b6a3-3b32c31b84c1,door-sliding-single-80,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,#8b4513,#000000,1,2025-10-09 20:58:26.25098+00,2025-10-09 20:58:26.25098+00,
9f1652a8-22ec-4e55-be22-2b63b60941d7,kitchen-sink-granite-80,sink-single,"{""has_drain"": true, ""bowl_style"": ""stainless"", ""has_faucet_hole"": true, ""bowl_depth_ratio"": 0.8, ""bowl_inset_ratio"": 0.15, ""has_draining_board"": false, ""faucet_hole_position"": 0.2}",,sink,"{""panel_style"": ""under-mount"", ""panel_height"": 10, ""has_front_panel"": false}",,,sink,"{""panel_style"": ""under-mount"", ""panel_height"": 10, ""has_front_panel"": false}",,,#C0C0C0,#000000,1,2025-10-09 20:58:26.25098+00,2025-10-09 20:58:26.25098+00,
9fe9ec80-7b6a-4d02-a239-90d4bbb27719,dishwasher-60,rectangle,{},,appliance,"{""has_handle"": true, ""has_display"": false, ""panel_style"": ""integrated""}",,,appliance,"{""has_handle"": true, ""has_display"": false, ""panel_style"": ""integrated""}",,,#808080,#000000,1,2025-10-09 20:58:26.25098+00,2025-10-09 20:58:26.25098+00,
a161ede8-b08d-4a25-be0e-42b68ea9620b,oven-housing-60,rectangle,{},,appliance,"{""has_handle"": true, ""has_display"": true, ""panel_style"": ""integrated""}",,,appliance,"{""has_handle"": true, ""has_display"": true, ""panel_style"": ""integrated""}",,,#808080,#000000,1,2025-10-09 20:58:26.334286+00,2025-10-09 20:58:26.334286+00,
a5ba9acd-5480-44dc-b82e-1d7524d0d35e,bookshelf-office-80,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,#8b4513,#000000,1,2025-10-09 20:58:26.075367+00,2025-10-09 20:58:26.075367+00,
a608e3b8-c756-4a47-80c7-edf0918e1d74,counter-top-120,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,#8b4513,#000000,1,2025-10-09 20:58:26.075367+00,2025-10-09 20:58:26.075367+00,
a66c91b9-8eee-465e-bfcf-a2394f2bc3ac,new-corner-wall-cabinet-60,corner-square,{},,standard-cabinet,"{""is_corner"": true, ""door_count"": 1, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,standard-cabinet,"{""is_corner"": true, ""door_count"": 1, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,#8b4513,#000000,1,2025-10-09 20:58:26.334286+00,2025-10-09 23:27:02.340643+00,
a8f7be02-63b1-4a33-aafc-91a5b1b63783,sofa-3seater-200,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,#8b4513,#000000,1,2025-10-09 20:58:26.334286+00,2025-10-09 20:58:26.334286+00,
a9645cae-680f-46dc-a3a3-95bbccacab15,door-patio-double-180,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,#8b4513,#000000,1,2025-10-09 20:58:26.25098+00,2025-10-09 20:58:26.25098+00,
aa3ee3ed-5824-4ffc-bd4c-7e9d602a1694,kitchen-sink-undermount-80,sink-single,"{""has_drain"": true, ""bowl_style"": ""stainless"", ""has_faucet_hole"": true, ""bowl_depth_ratio"": 0.8, ""bowl_inset_ratio"": 0.15, ""has_draining_board"": false, ""faucet_hole_position"": 0.2}",,sink,"{""panel_style"": ""under-mount"", ""panel_height"": 10, ""has_front_panel"": false}",,,sink,"{""panel_style"": ""under-mount"", ""panel_height"": 10, ""has_front_panel"": false}",,,#C0C0C0,#000000,1,2025-10-09 20:58:26.25098+00,2025-10-09 20:58:26.25098+00,
ac28f21c-5c9e-4e2a-9fcc-d3185337406c,desk-140,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,#8b4513,#000000,1,2025-10-09 20:58:26.075367+00,2025-10-09 20:58:26.075367+00,
ac8438ed-d53f-432f-93e2-5a23a601a4fd,cornice-80,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,#8b4513,#000000,1,2025-10-09 20:58:26.075367+00,2025-10-09 20:58:26.075367+00,
acfae9f6-70d7-4607-882e-70a9d27de9d6,island-unit-100,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,#8b4513,#000000,1,2025-10-09 20:58:26.25098+00,2025-10-09 20:58:26.25098+00,
ae236ab1-0bd4-4ffd-84e1-a6dd66e00935,storage-cabinet-80,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,#8b4513,#000000,1,2025-10-09 20:58:26.334286+00,2025-10-09 20:58:26.334286+00,
aff25269-c519-4d9c-87b5-7c7e2b4b6a21,door-french-180,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,#8b4513,#000000,1,2025-10-09 20:58:26.25098+00,2025-10-09 20:58:26.25098+00,
b062316b-8b0a-4718-ab48-ee65e7aaac70,china-cabinet-90,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,#8b4513,#000000,1,2025-10-09 20:58:26.075367+00,2025-10-09 20:58:26.075367+00,
b205da0a-9d2f-4aaa-8f3c-fe6fe9072d9f,vanity-double-120,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,#8b4513,#000000,1,2025-10-09 20:58:26.428127+00,2025-10-09 20:58:26.428127+00,
b4341349-4d18-44d8-b554-33a846372284,tumble-dryer-60,rectangle,{},,appliance,"{""has_handle"": true, ""has_display"": false, ""panel_style"": ""integrated""}",,,appliance,"{""has_handle"": true, ""has_display"": false, ""panel_style"": ""integrated""}",,,#808080,#000000,1,2025-10-09 20:58:26.428127+00,2025-10-09 20:58:26.428127+00,
b5ff0507-ec11-4ab7-8388-434871440c6a,tv-unit-120,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,#8b4513,#000000,1,2025-10-09 20:58:26.428127+00,2025-10-09 20:58:26.428127+00,
b69ad0a3-da5f-41d7-8da2-508fa989494e,counter-top-vertical,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,#8b4513,#000000,1,2025-10-09 20:58:26.075367+00,2025-10-09 20:58:26.075367+00,
b6bba493-8561-44c6-af45-6e29683add59,door-front-90,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,#8b4513,#000000,1,2025-10-09 20:58:26.25098+00,2025-10-09 20:58:26.25098+00,
b7a18e2d-170b-4312-81be-eb778f2ac7e2,larder-corner-unit-90,corner-square,{},,standard-cabinet,"{""door_count"": 1, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,standard-cabinet,"{""door_count"": 1, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,#8b4513,#000000,1,2025-10-09 20:58:26.334286+00,2025-10-09 20:58:26.334286+00,
b7dc890b-dbbf-48e8-a382-17a775d83542,filing-cabinet-2drawer,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,#8b4513,#000000,1,2025-10-09 20:58:26.25098+00,2025-10-09 20:58:26.25098+00,
b8196858-690a-48cb-808a-5f1ce3821af8,washing-machine-60,rectangle,{},,appliance,"{""has_handle"": true, ""has_display"": false, ""panel_style"": ""integrated""}",,,appliance,"{""has_handle"": true, ""has_display"": false, ""panel_style"": ""integrated""}",,,#808080,#000000,1,2025-10-09 20:58:26.428127+00,2025-10-09 20:58:26.428127+00,
b8a54ba2-603f-406c-aca4-58f65af19e0f,door-sliding-double-160,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,#8b4513,#000000,1,2025-10-09 20:58:26.25098+00,2025-10-09 20:58:26.25098+00,
b8ef34d3-5f54-4744-9bf0-cc97e3d28338,vanity-60,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": true, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 10}",,,#8b4513,#000000,1,2025-10-09 20:58:26.428127+00,2025-10-09 20:58:26.428127+00,
b9dcad7a-fe88-47bf-8ff4-646c28798c7d,office-chair-executive,rectangle,{},,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,standard-cabinet,"{""door_count"": 2, ""door_style"": ""flat"", ""drawer_count"": 0, ""handle_style"": ""bar"", ""has_toe_kick"": false, ""drawer_heights"": [], ""handle_position"": ""center"", ""toe_kick_height"": 0}",,,#8b4513,#000000,1,2025-10-09 20:58:26.334286+00,2025-10-09 20:58:26.334286+00,
